source,frame,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance,position_mse,strain_x_error,strain_y_error,variant,seed
reid,50,20,20,20,0.9269780040775136,0.0436239162979458,0.03674579830514,1.5323715231829738e-06,0.0008135104784741,0.0002882541608414,dimension8,3456456
reid,75,20,20,20,0.957830249054071,0.0308858548093993,0.0381454871288846,3.624496430632007e-06,0.0011158455628901,0.000385295660817,dimension8,3456456
reid,100,20,20,20,0.9546289329683556,0.0328159050517169,0.0392619338029476,7.111351217758966e-06,0.0015803554560989,0.0005468058487167,dimension8,3456456
depablo_low_temp,5,20,20,20,0.4542754159374079,0.1635204285670897,0.0635535199374179,5.817182066714111e-07,0.0013855161902029,0.0003074795989959,dimension8,123
depablo_low_temp,10,20,20,20,0.7705074550558062,0.1332472503123006,0.0890919672458267,4.0680414086224926e-07,0.0010769445449113,0.0002393103528447,dimension8,123
depablo_low_temp,25,20,20,20,0.9119307542258972,0.0809704429277895,0.1113451632350467,3.010541291814661e-07,0.0005829972098581,0.0001991366356378,dimension8,123
depablo_low_temp,50,20,20,20,0.9418841821101516,0.0579848342610734,0.121923909291221,8.348086062426319e-07,0.0008992602815851,0.0004451448985491,dimension8,123
depablo_low_temp,75,20,20,20,0.9343204562244194,0.061823260291551,0.1271388104990921,1.8575247267449408e-06,0.0013685255311429,0.0007743929367279,dimension8,123
depablo_low_temp,100,20,20,20,0.893632409511283,0.0797737670571298,0.1309363081666797,3.859356957036652e-06,0.002072237432003,0.0012021914531942,dimension8,123
depablo_mixed_temp,5,20,20,20,-0.0743792803158414,0.3964393170925556,0.2267994575756468,3.562870286160092e-05,0.0074156412738375,0.0021139528893399,dimension8,123
depablo_mixed_temp,10,20,20,20,0.0078255556550704,0.2970746772274582,0.1792210970466572,5.115181535373381e-05,0.0084082291461527,0.0022147517382109,dimension8,123
depablo_mixed_temp,25,20,20,20,0.1403450225103656,0.2350065370503097,0.1814265265332104,5.838873696788483e-05,0.0100118984817527,0.0024138700624462,dimension8,123
depablo_mixed_temp,50,20,20,20,0.4253819528045129,0.1895063526145401,0.1290510646927359,5.1882557183091646e-05,0.0079776701983064,0.0028358745985315,dimension8,123
depablo_mixed_temp,75,20,20,20,-0.3016178577200796,0.2907606790382206,0.1721180025747532,5.254849269533679e-05,0.0067250201012939,0.0036777465895283,dimension8,123
depablo_mixed_temp,100,20,20,20,-0.0033439817768592,0.2211593835239516,0.1264354805514444,5.7540300264236063e-05,0.0067923781462013,0.0035998320236103,dimension8,123
lj_noisy,5,20,20,20,-13.723422598637711,0.12210933849145,0.0012192600578043,5.17172915159847e-08,0.0004151178203755,0.0002628892456414,dimension8,123
lj_noisy,10,20,20,20,-2.236130536758322,0.0745868899228926,0.0021538442446725,4.8876543079501286e-08,0.0002500461763702,0.0001615204033441,dimension8,123
lj_noisy,25,20,20,20,-0.0335766923929712,0.0555542159771358,0.0041168599721615,3.3785632993499346e-07,0.0003182060900144,0.0001805649051675,dimension8,123
lj_noisy,50,20,20,20,0.1957395874649838,0.0522754122312657,0.0047651600463273,1.724744399211886e-06,0.0006838115863502,0.0002796559594571,dimension8,123
lj_noisy,75,20,20,20,0.0842167537348328,0.0607264477316155,0.0050961142073924,4.419145716383354e-06,0.0008636912330985,0.0004490813473239,dimension8,123
lj_noisy,100,20,20,20,-0.2033392075807225,0.0675784576894173,0.0053100823581802,9.065237941285888e-06,0.0014666083734482,0.0007212551543489,dimension8,123
reid,5,20,20,20,-1.615734863045919,0.1966871591353319,0.0215407678341569,4.3138858130120647e-08,0.0003381374117452,0.000221930025873,dimension8,123
reid,10,20,20,20,-0.6007648248836841,0.1782628989388312,0.0283466184553629,6.886899566183048e-08,0.000234834611183,0.0003119206561677,dimension8,123
reid,25,20,20,20,0.5313101113496039,0.1048632080166482,0.0340742914742546,3.30346672328119e-07,0.0002985231112688,0.0004120562218304,dimension8,123
reid,50,20,20,20,0.8106805897612934,0.0620686444645421,0.03674579830514,1.5481960858210186e-06,0.0007021607132628,0.0004101320129848,dimension8,123
reid,75,20,20,20,0.9090711024809728,0.0431851217857165,0.0381454871288846,3.7283144280308983e-06,0.0010503232479095,0.0004646153574867,dimension8,123
reid,100,20,20,20,0.9192046247313094,0.042568194973956,0.0392619338029476,7.899745716599682e-06,0.0021094576921314,0.0006008904223563,dimension8,123
depablo_low_temp,5,20,20,20,0.7782985498358875,0.1082584604345737,0.0635535199374179,1.1027961772658303e-07,0.0006026589951943,0.0001579896332259,dimension8,456
depablo_low_temp,10,20,20,20,0.8782423641995432,0.0964312599401955,0.0890919672458267,1.0977809523637917e-07,0.0005211671581491,0.0001831938330724,dimension8,456
depablo_low_temp,25,20,20,20,0.9804848198154814,0.0397409654862233,0.1113451632350467,2.12925830034294e-07,0.0005409291246905,0.0001869633571914,dimension8,456
depablo_low_temp,50,20,20,20,0.9917404292043992,0.0270882599275474,0.121923909291221,6.095774502057338e-07,0.0005245487205684,0.0002730601481744,dimension8,456
